Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province
1.62,39.0,3.0,3.0,2.0,5.0,5.0,yes,yes,Quận 5, Hồ Chí Minh
7.5,60.0,3.0,4.0,4.0,12.0,5.0,yes,yes,Quận 3, Hồ Chí Minh
7.3,31.0,3.0,4.0,5.0,3.0,4.25,yes,yes,Hà Đông, Hà Nội
11.0,75.0,4.0,3.0,5.0,3.0,5.0,yes,yes,Ba Đình, Hà Nội
12.9,90.0,4.0,4.0,4.0,8.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
7.5,100.0,6.0,6.0,1.0,4.0,5.0,no,no,Thủ Đức, Hồ Chí Minh
8.6,63.0,4.0,5.0,4.0,5.0,4.0,yes,no,Quận 11, Hồ Chí Minh
6.2,72.7,3.0,2.0,2.0,5.0,4.0,yes,no,Tân Phú, Hồ Chí Minh
1.82,48.0,3.0,3.0,2.0,5.0,5.0,yes,yes,Quận 3, Hồ Chí Minh
10.99,92.0,2.0,2.0,2.0,4.0,3.3,yes,yes,Bình Thạnh, Hồ Chí Minh
4.99,30.0,2.0,2.0,2.0,5.0,3.3,yes,yes,Bình Thạnh, Hồ Chí Minh
4.2,44.0,2.0,2.0,2.0,5.0,4.0,yes,no,Quận 12, Hồ Chí Minh
7.2,68.0,4.0,4.0,3.0,5.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
9.9,40.0,3.0,4.0,5.0,3.0,4.2,yes,yes,Thanh Xuân, Hà Nội
17.5,80.0,3.0,3.0,3.0,5.0,5.5,yes,no,Tây Hồ, Hà Nội
18.19,120.0,5.0,6.0,4.0,12.0,6.0,yes,yes,Bình Chánh, Hồ Chí Minh
1.85,48.0,3.0,3.0,2.0,5.0,5.0,yes,yes,Quận 10, Hồ Chí Minh
11.7,51.0,3.0,3.0,2.0,4.0,4.3,yes,no,Quận 10, Hồ Chí Minh
8.5,50.0,4.0,4.0,4.0,6.0,6.0,yes,yes,Quận 11, Hồ Chí Minh
7.0,79.0,2.0,2.0,2.0,4.0,5.6,yes,no,Tân Bình, Hồ Chí Minh
6.6,52.0,4.0,2.0,3.0,6.0,4.0,yes,yes,Quận 8, Hồ Chí Minh
4.1,30.0,2.0,2.0,3.0,2.0,4.0,yes,no,Hai Bà Trưng, Hà Nội
11.5,90.0,4.0,3.0,3.0,12.0,4.2,yes,yes,Quận 2, Hồ Chí Minh
1.85,40.0,2.0,2.0,2.0,5.0,5.0,yes,yes,Bình Thạnh, Hồ Chí Minh
3.25,65.6,2.0,3.0,2.0,5.0,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
5.98,30.0,3.0,4.0,6.0,3.3,3.8,yes,yes,Thanh Xuân, Hà Nội
24.0,115.0,3.0,3.0,1.0,8.0,4.8,yes,yes,Quận 5, Hồ Chí Minh
2.35,80.0,4.0,5.0,4.0,5.0,5.0,yes,yes,Phú Nhuận, Hồ Chí Minh
8.1,34.0,5.0,5.0,4.0,3.0,5.0,yes,yes,Quận 1, Hồ Chí Minh
22.0,55.0,5.0,5.0,7.0,9.0,4.5,yes,yes,Long Biên, Hà Nội
6.8,64.0,4.0,5.0,4.0,8.0,6.0,yes,yes,Bình Tân, Hồ Chí Minh
7.4,84.0,6.0,5.0,6.0,12.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
11.9,80.0,2.0,2.0,1.0,6.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
3.5,40.0,4.0,4.0,3.0,5.0,5.0,yes,yes,Bình Thạnh, Hồ Chí Minh
9.0,80.0,5.0,6.0,4.0,6.0,4.5,yes,yes,Quận 2, Hồ Chí Minh
3.3,74.0,5.0,5.0,4.0,7.0,5.0,yes,yes,Gò Vấp, Hồ Chí Minh
11.9,80.0,2.0,2.0,1.0,6.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
6.7,32.0,3.0,5.0,6.0,4.0,4.6,yes,yes,Nam Từ Liêm, Hà Nội
4.6,31.5,3.0,4.0,5.0,2.0,5.7,yes,yes,Nam Từ Liêm, Hà Nội
15.4,52.0,4.0,6.0,6.0,4.0,4.2,yes,yes,Long Biên, Hà Nội
15.0,55.0,4.0,6.0,6.0,5.0,5.0,yes,yes,Long Biên, Hà Nội
4.5,50.0,4.0,3.0,3.0,3.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
5.6,90.0,4.0,3.0,2.0,5.0,5.0,no,no,Quận 9, Hồ Chí Minh
4.0,94.0,3.0,2.0,3.0,5.0,5.0,yes,no,Thuận An, Bình Dương
2.19,48.0,4.0,2.0,3.0,6.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
7.7,72.0,3.0,3.0,3.0,3.0,5.0,yes,no,Đống Đa, Hà Nội
12.0,40.0,3.0,5.0,6.0,3.5,3.5,yes,yes,Đống Đa, Hà Nội
16.99,65.0,5.0,4.0,5.0,4.0,5.0,yes,yes,Ba Đình, Hà Nội
3.2,89.0,2.0,2.0,2.0,3.0,4.5,yes,yes,Cẩm Lệ, Đà Nẵng
9.2,45.0,5.0,4.0,6.0,2.5,3.4,yes,yes,Hoàng Mai, Hà Nội
4.9,20.0,3.0,4.0,5.0,3.0,2.6,yes,no,Đống Đa, Hà Nội
7.15,39.0,4.0,3.0,4.0,3.0,4.6,yes,no,Hà Đông, Hà Nội
6.1,29.0,3.0,3.0,4.0,2.5,3.2,yes,yes,Tây Hồ, Hà Nội
1.75,35.0,2.0,2.0,2.0,5.0,3.5,yes,yes,Tân Bình, Hồ Chí Minh
4.55,60.0,4.0,3.0,4.0,3.0,4.0,yes,yes,Lê Chân, Hải Phòng
2.05,40.0,3.0,3.0,3.0,5.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
6.2,60.3,4.0,3.0,5.0,6.0,4.0,yes,yes,Lê Chân, Hải Phòng
8.5,37.0,6.0,6.0,5.0,3.0,3.6,yes,no,Tây Hồ, Hà Nội
5.15,68.0,3.0,2.0,1.0,5.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
11.49,88.0,6.0,7.0,4.0,3.0,6.5,yes,yes,Quận 10, Hồ Chí Minh
3.3,32.0,3.0,2.0,2.0,4.0,4.5,yes,yes,Tân Bình, Hồ Chí Minh
1.8,70.0,2.0,1.0,2.0,4.0,4.5,yes,no,Hóc Môn, Hồ Chí Minh
1.1,40.0,1.0,1.0,2.0,3.0,4.0,yes,yes,Cần Giuộc, Long An
6.49,32.0,3.0,3.0,4.0,2.5,4.8,yes,yes,Hai Bà Trưng, Hà Nội
1.25,58.8,2.0,2.0,2.0,2.0,4.2,yes,yes,Mỹ Tho, Tiền Giang
7.0,22.0,3.0,3.0,4.0,3.0,6.22,yes,no,Tây Hồ, Hà Nội
6.35,31.0,3.0,3.0,5.0,2.0,4.5,yes,no,Đống Đa, Hà Nội
6.5,32.0,2.0,3.0,5.0,3.0,5.8,yes,no,Đống Đa, Hà Nội
25.0,95.0,5.0,4.0,3.0,5.0,5.6,yes,yes,Đống Đa, Hà Nội
9.3,40.0,6.0,7.0,5.0,3.5,3.5,yes,no,Quận 3, Hồ Chí Minh
4.0,32.0,3.0,3.0,5.0,4.5,3.9,yes,no,Đông Anh, Hà Nội
4.79,45.0,2.0,3.0,2.0,2.0,4.8,yes,no,Quận 7, Hồ Chí Minh
7.2,32.0,3.0,4.0,4.0,3.5,3.2,yes,no,Quận 10, Hồ Chí Minh
18.9,65.0,6.0,7.0,7.0,10.0,6.0,yes,yes,Cầu Giấy, Hà Nội
2.49,90.0,2.0,3.0,2.0,5.0,6.0,yes,yes,Nha Trang, Khánh Hòa
3.4,27.0,2.0,2.0,2.0,3.0,3.0,no,yes,Quận 7, Hồ Chí Minh
10.5,41.0,5.0,6.0,5.0,6.0,3.0,yes,no,Quận 10, Hồ Chí Minh
4.75,24.0,2.0,2.0,3.0,2.0,2.6,yes,no,Đống Đa, Hà Nội
5.6,34.0,3.0,4.0,5.0,2.5,5.0,yes,yes,Bắc Từ Liêm, Hà Nội
10.8,55.0,2.0,2.0,2.0,6.0,5.0,yes,no,Quận 3, Hồ Chí Minh
8.99,51.0,5.0,4.0,6.0,4.0,5.0,yes,yes,Bắc Từ Liêm, Hà Nội
0.65,22.0,2.0,1.0,2.0,2.2,4.5,no,yes,Nhà Bè, Hồ Chí Minh
2.85,72.0,3.0,2.0,2.0,6.0,4.0,yes,yes,Biên Hòa, Đồng Nai
2.75,63.0,3.0,2.0,2.0,5.0,5.3,yes,yes,Biên Hòa, Đồng Nai
3.79,60.0,2.0,2.0,2.0,6.0,5.0,yes,yes,Dĩ An, Bình Dương
6.8,32.0,4.0,5.0,5.0,3.0,3.2,yes,no,Quận 10, Hồ Chí Minh
12.5,60.0,5.0,6.0,6.0,4.0,4.2,yes,yes,Bắc Từ Liêm, Hà Nội
14.5,95.0,2.0,2.0,1.0,3.0,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
8.5,45.0,3.0,4.0,3.0,3.5,4.0,yes,no,Quận 10, Hồ Chí Minh
4.8,38.0,2.0,3.0,2.0,4.5,4.0,yes,yes,Tân Bình, Hồ Chí Minh
11.5,50.0,4.0,4.0,6.0,4.0,5.0,yes,yes,Long Biên, Hà Nội
3.5,64.0,2.0,2.0,2.0,8.0,4.5,yes,yes,Dĩ An, Bình Dương
9.1,40.0,3.0,5.0,5.0,3.0,6.0,yes,yes,Cầu Giấy, Hà Nội
7.7,28.0,3.0,3.0,4.0,6.0,4.0,yes,no,Quận 10, Hồ Chí Minh
16.0,58.0,4.0,3.0,4.0,7.0,4.2,yes,yes,Cầu Giấy, Hà Nội
8.4,42.0,4.0,3.0,4.0,3.5,3.8,yes,yes,Hai Bà Trưng, Hà Nội
5.9,57.0,3.0,3.0,3.0,3.0,4.85,yes,no,Gò Vấp, Hồ Chí Minh
5.45,68.0,2.0,2.0,2.0,4.0,3.6,yes,no,Tân Phú, Hồ Chí Minh
5.2,40.0,4.0,4.0,4.0,12.0,4.0,yes,yes,Hải An, Hải Phòng
5.2,68.0,2.0,2.0,2.0,5.0,4.0,yes,no,Quận 9, Hồ Chí Minh
2.7,60.0,3.0,1.0,2.0,3.0,4.0,yes,yes,Dĩ An, Bình Dương
7.2,56.0,6.0,6.0,4.0,6.0,4.0,yes,no,Tân Phú, Hồ Chí Minh
7.0,78.0,3.0,3.0,2.0,4.0,4.5,yes,no,Quận 7, Hồ Chí Minh
7.5,30.0,5.0,5.0,6.0,6.0,5.0,yes,yes,Nam Từ Liêm, Hà Nội
11.0,41.0,3.0,4.0,6.0,3.0,5.1,yes,yes,Long Biên, Hà Nội
6.65,56.6,3.0,4.0,5.0,2.0,4.7,yes,yes,Long Biên, Hà Nội
6.3,48.0,5.0,4.0,5.0,12.0,5.0,yes,yes,Hà Đông, Hà Nội
5.4,27.0,3.0,3.0,4.0,4.0,3.0,yes,no,Quận 3, Hồ Chí Minh
16.6,63.0,4.0,4.0,7.0,6.0,4.5,yes,yes,Long Biên, Hà Nội
4.25,32.5,4.0,3.0,4.0,3.0,3.4,yes,yes,Hà Đông, Hà Nội
12.5,80.0,5.0,6.0,5.0,12.0,4.2,yes,yes,Hải An, Hải Phòng
18.0,57.0,6.0,4.0,5.0,5.0,3.5,yes,yes,Đống Đa, Hà Nội
3.6,106.0,3.0,3.0,2.0,12.0,4.5,yes,yes,Dĩ An, Bình Dương
6.5,58.0,5.0,3.0,4.0,4.5,6.0,yes,yes,Đà Lạt, Lâm Đồng
6.2,35.0,4.0,4.0,5.0,3.5,5.6,yes,yes,Hà Đông, Hà Nội
4.2,70.0,3.0,3.0,3.0,4.0,4.0,yes,no,Kiến An, Hải Phòng
8.8,92.0,4.0,4.0,2.0,6.0,5.0,yes,yes,Đà Lạt, Lâm Đồng
6.2,50.0,5.0,4.0,5.0,12.0,5.0,yes,yes,Hà Đông, Hà Nội
13.29,38.0,3.0,6.0,6.0,6.0,4.0,yes,yes,Thanh Xuân, Hà Nội
4.8,61.0,3.0,4.0,3.0,6.0,4.0,yes,yes,Liên Chiểu, Đà Nẵng
5.45,40.0,4.0,3.0,5.0,3.0,3.74,yes,yes,Hoài Đức, Hà Nội
6.45,107.5,2.0,2.0,3.0,6.0,5.0,yes,yes,Liên Chiểu, Đà Nẵng
7.4,77.0,4.0,5.0,4.0,8.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
2.67,60.0,4.0,4.0,3.0,6.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
8.6,48.0,4.0,5.0,5.0,6.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
3.85,36.0,2.0,2.0,2.0,4.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
6.5,55.0,4.0,4.0,4.0,3.0,3.6,yes,yes,Hai Bà Trưng, Hà Nội
3.45,75.0,3.0,3.0,3.0,5.0,5.0,yes,yes,Thủ Dầu Một, Bình Dương
6.2,68.0,6.0,7.0,4.0,6.0,4.5,yes,yes,Bình Tân, Hồ Chí Minh
7.8,48.0,6.0,5.0,5.0,3.0,4.5,yes,yes,Cầu Giấy, Hà Nội
4.8,78.0,4.0,3.0,2.0,3.0,3.8,yes,no,Quận 7, Hồ Chí Minh
4.0,50.0,5.0,4.0,4.0,8.0,4.2,yes,yes,Bình Tân, Hồ Chí Minh
6.7,30.3,4.0,3.0,4.0,5.0,3.03,yes,yes,Quận 10, Hồ Chí Minh
3.7,40.0,1.0,1.0,1.0,4.5,4.0,yes,yes,Tân Bình, Hồ Chí Minh
1.75,30.0,2.0,2.0,2.0,3.0,3.9,no,no,Hoàng Mai, Hà Nội
6.28,28.0,3.0,3.0,5.0,3.0,3.1,yes,yes,Đống Đa, Hà Nội
8.8,52.0,4.0,5.0,5.0,3.5,4.2,yes,yes,Cầu Giấy, Hà Nội
8.85,62.0,4.0,3.0,4.0,3.5,5.0,yes,yes,Cầu Giấy, Hà Nội
3.94,60.0,2.0,3.0,2.0,4.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
4.9,60.0,3.0,3.0,3.0,6.0,3.8,yes,yes,Bình Tân, Hồ Chí Minh
6.2,68.0,3.0,3.0,2.0,5.0,3.5,yes,yes,Phú Nhuận, Hồ Chí Minh
7.5,38.0,3.0,3.0,5.0,2.6,3.4,yes,yes,Long Biên, Hà Nội
7.8,40.0,3.0,4.0,4.0,5.0,6.0,yes,yes,Phú Nhuận, Hồ Chí Minh
6.69,64.0,3.0,4.0,3.0,9.0,4.5,yes,yes,Bình Tân, Hồ Chí Minh
6.5,60.0,3.0,2.0,2.0,2.5,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
20.5,70.0,4.0,2.0,7.0,12.0,5.5,yes,no,Long Biên, Hà Nội
3.3,93.0,2.0,1.0,1.0,5.0,6.5,yes,no,Ngũ Hành Sơn, Đà Nẵng
0.13,36.0,2.0,1.0,2.0,2.0,4.0,yes,yes,Thanh Trì, Hà Nội
2.78,63.0,3.0,4.0,3.0,4.0,4.08,yes,no,An Dương, Hải Phòng
6.8,46.0,4.0,4.0,5.0,3.0,4.5,yes,no,Hai Bà Trưng, Hà Nội
7.34,61.0,4.0,4.0,5.0,10.0,4.6,yes,no,Quận 9, Hồ Chí Minh
7.6,30.5,3.0,4.0,5.0,3.0,4.95,yes,yes,Cầu Giấy, Hà Nội
14.5,49.6,2.0,2.0,3.0,5.0,5.2,yes,yes,Nam Từ Liêm, Hà Nội
12.5,32.0,3.0,5.0,5.0,4.0,3.3,yes,yes,Thanh Xuân, Hà Nội
12.5,38.0,4.0,4.0,5.0,3.0,4.0,yes,yes,Tây Hồ, Hà Nội
8.88,37.7,4.0,5.0,6.0,3.0,4.6,yes,yes,Cầu Giấy, Hà Nội
7.2,33.0,3.0,4.0,5.0,3.0,4.5,yes,yes,Nam Từ Liêm, Hà Nội
7.6,84.0,6.0,5.0,3.0,5.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
4.65,27.0,3.0,4.0,5.0,2.5,3.5,yes,yes,Thanh Trì, Hà Nội
8.0,73.0,4.0,4.0,4.0,6.0,4.0,yes,no,Gò Vấp, Hồ Chí Minh
3.59,100.0,3.0,2.0,2.0,3.0,5.0,yes,yes,Cẩm Lệ, Đà Nẵng
10.7,46.0,6.0,4.0,5.0,5.0,4.0,yes,yes,Tây Hồ, Hà Nội
8.8,69.0,4.0,4.0,3.0,6.0,6.0,yes,yes,Tân Phú, Hồ Chí Minh
7.5,48.0,4.0,3.0,3.0,5.0,4.0,yes,yes,Quận 11, Hồ Chí Minh
1.55,19.0,2.0,2.0,2.0,4.0,4.0,yes,no,Thủ Đức, Hồ Chí Minh
5.8,54.0,2.0,2.0,2.0,6.0,5.0,yes,yes,Tân Phú, Hồ Chí Minh
5.6,64.0,2.0,1.0,1.0,4.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
4.75,25.0,4.0,4.0,5.0,2.5,3.2,yes,yes,Hoàng Mai, Hà Nội
3.75,54.0,4.0,3.0,4.0,2.5,3.5,yes,yes,Quốc Oai, Hà Nội
4.1,62.0,4.0,3.0,4.0,3.0,4.2,yes,yes,Quốc Oai, Hà Nội
3.75,53.0,4.0,3.0,4.0,3.0,4.0,yes,no,Quốc Oai, Hà Nội
6.7,98.0,4.0,4.0,1.0,3.5,5.0,yes,no,Quận 9, Hồ Chí Minh
3.5,45.0,4.0,3.0,4.0,3.0,4.3,yes,yes,Quốc Oai, Hà Nội
6.5,68.0,4.0,3.0,4.0,2.5,4.3,yes,yes,Hoài Đức, Hà Nội
5.35,50.0,4.0,3.0,4.0,3.5,3.6,yes,yes,Hoài Đức, Hà Nội
5.59,61.0,4.0,3.0,3.0,6.0,4.0,yes,no,Quận 9, Hồ Chí Minh
3.8,42.0,4.0,3.0,4.0,2.5,4.5,yes,yes,Quốc Oai, Hà Nội
18.5,40.0,4.0,4.0,6.0,12.0,4.0,yes,no,Cầu Giấy, Hà Nội
5.8,56.0,4.0,5.0,4.0,6.0,4.0,yes,yes,Nhà Bè, Hồ Chí Minh
3.7,50.0,3.0,2.0,1.0,5.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
11.9,76.0,3.0,4.0,3.0,3.5,5.0,yes,yes,Phú Nhuận, Hồ Chí Minh
7.9,46.0,3.0,4.0,6.0,6.0,5.0,yes,yes,Long Biên, Hà Nội
2.19,40.0,2.0,2.0,2.0,6.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
13.6,40.0,4.0,5.0,6.0,6.0,3.8,yes,yes,Hoàng Mai, Hà Nội
18.3,66.0,6.0,4.0,5.0,12.0,5.0,yes,yes,Bình Thạnh, Hồ Chí Minh
7.4,72.0,4.0,3.0,4.0,8.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
1.95,32.0,3.0,4.0,3.0,5.0,4.0,yes,yes,Quận 11, Hồ Chí Minh
6.5,70.0,2.0,2.0,2.0,6.0,4.0,yes,no,Tân Phú, Hồ Chí Minh
18.0,68.0,6.0,4.0,5.0,4.0,4.0,yes,yes,Thanh Xuân, Hà Nội
6.07,35.0,3.0,4.0,5.0,2.5,3.5,yes,yes,Hà Đông, Hà Nội
7.5,110.0,2.0,1.0,1.0,8.0,5.56,yes,yes,Quận 9, Hồ Chí Minh
5.9,31.0,4.0,3.0,4.0,3.0,3.7,yes,yes,Hoàng Mai, Hà Nội
4.39,15.0,3.0,3.0,5.0,2.5,2.5,yes,no,Đống Đa, Hà Nội
7.6,43.0,4.0,4.0,6.0,5.0,4.5,yes,yes,Bắc Từ Liêm, Hà Nội
11.0,36.0,6.0,6.0,5.0,8.0,4.0,no,yes,Cầu Giấy, Hà Nội
16.1,60.0,6.0,4.0,6.0,6.0,4.4,yes,yes,Thanh Xuân, Hà Nội
12.0,40.0,4.0,5.0,5.0,6.0,4.0,yes,yes,Đống Đa, Hà Nội
13.0,100.0,4.0,5.0,4.0,10.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
6.5,76.0,3.0,2.0,2.0,6.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
11.3,64.0,4.0,4.0,4.0,12.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
6.68,33.0,3.0,4.0,5.0,4.0,3.8,yes,yes,Hoàng Mai, Hà Nội
13.7,92.0,4.0,4.0,3.0,6.0,4.0,yes,no,Bình Thạnh, Hồ Chí Minh
6.67,24.0,3.0,3.0,5.0,3.0,3.5,yes,no,Đống Đa, Hà Nội
5.5,65.7,4.0,5.0,3.0,12.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
9.6,90.0,5.0,6.0,4.0,4.0,4.5,yes,no,Thủ Đức, Hồ Chí Minh
13.9,45.0,4.0,5.0,7.0,6.0,4.0,yes,yes,Đống Đa, Hà Nội
5.1,30.0,4.0,4.0,5.0,3.0,3.3,yes,no,Nam Từ Liêm, Hà Nội
5.99,80.0,3.0,3.0,3.0,5.0,5.0,yes,yes,Quận 12, Hồ Chí Minh
3.55,49.0,3.0,3.0,3.0,7.5,2.5,yes,yes,Hải Châu, Đà Nẵng
11.8,70.0,4.0,4.0,3.0,6.0,4.2,yes,yes,Tân Bình, Hồ Chí Minh
3.12,62.5,3.0,4.0,2.0,5.0,4.0,yes,no,Quận 5, Hồ Chí Minh
4.6,30.0,3.0,4.0,5.0,4.0,4.2,yes,yes,Bắc Từ Liêm, Hà Nội
7.5,43.0,4.0,4.0,5.0,6.0,5.0,yes,yes,Hà Đông, Hà Nội
5.4,24.0,3.0,4.0,6.0,4.0,3.4,yes,yes,Đống Đa, Hà Nội
6.55,72.0,4.0,2.0,2.0,12.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
6.4,70.0,2.0,3.0,4.0,2.0,4.1,yes,yes,Long Biên, Hà Nội
21.0,50.0,5.0,6.0,7.0,8.0,4.5,yes,no,Đống Đa, Hà Nội
2.95,45.0,3.0,3.0,3.0,4.0,3.8,yes,yes,Quốc Oai, Hà Nội
8.8,40.0,4.0,5.0,5.0,4.0,3.8,yes,yes,Đống Đa, Hà Nội
3.43,42.0,4.0,4.0,4.0,3.0,4.0,yes,yes,Hoài Đức, Hà Nội
5.38,32.0,3.0,4.0,5.0,3.0,3.5,yes,yes,Hà Đông, Hà Nội
2.68,35.0,3.0,4.0,4.0,3.0,3.5,yes,yes,Hà Đông, Hà Nội
2.3,19.0,2.0,2.0,2.0,2.0,3.2,yes,yes,Quận 7, Hồ Chí Minh
3.95,70.0,3.0,3.0,2.0,10.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
14.2,125.0,7.0,7.0,2.0,4.5,5.0,yes,yes,Quận 10, Hồ Chí Minh
3.25,44.0,3.0,2.0,3.0,3.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
4.5,60.0,3.0,2.0,2.0,4.0,3.0,yes,yes,Gò Vấp, Hồ Chí Minh
2.2,47.8,2.0,2.0,2.0,4.0,4.0,yes,yes,Bình Chánh, Hồ Chí Minh
6.2,64.0,4.0,4.0,4.0,6.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
3.35,34.0,1.0,1.0,1.0,5.0,4.0,yes,no,Gia Lâm, Hà Nội
3.9,69.0,4.0,4.0,3.0,5.0,5.0,yes,yes,Bình Thạnh, Hồ Chí Minh
5.75,56.0,6.0,6.0,4.0,10.0,6.0,yes,yes,Bình Tân, Hồ Chí Minh
9.1,78.0,5.0,4.0,4.0,8.0,4.0,yes,no,Tân Phú, Hồ Chí Minh
3.9,49.0,2.0,2.0,2.0,6.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
3.9,45.0,4.0,2.0,2.0,3.0,4.6,yes,yes,Gò Vấp, Hồ Chí Minh
3.3,79.0,4.0,3.0,2.0,4.0,5.0,yes,no,Biên Hòa, Đồng Nai
14.5,50.0,1.0,1.0,1.0,2.0,5.0,yes,yes,Cầu Giấy, Hà Nội
10.75,43.0,7.0,7.0,6.0,3.5,3.6,yes,yes,Bắc Từ Liêm, Hà Nội
4.1,33.0,3.0,3.0,3.0,3.3,4.0,yes,yes,Tân Phú, Hồ Chí Minh
5.8,30.0,4.0,4.0,5.0,3.0,3.2,no,yes,Nam Từ Liêm, Hà Nội
4.8,33.0,4.0,4.0,5.0,2.5,4.0,yes,yes,Hoài Đức, Hà Nội
3.75,67.8,4.0,5.0,3.0,5.0,5.0,yes,yes,Bình Thạnh, Hồ Chí Minh
6.2,39.6,4.0,4.0,4.0,3.0,4.0,yes,yes,Hoàng Mai, Hà Nội
20.0,50.0,5.0,5.0,5.0,6.0,4.0,yes,yes,Ba Đình, Hà Nội
14.0,37.0,7.0,5.0,6.0,4.0,4.0,yes,yes,Cầu Giấy, Hà Nội
4.85,80.0,4.0,6.0,4.0,7.0,5.0,yes,yes,Quận 1, Hồ Chí Minh
5.5,56.0,4.0,5.0,3.0,12.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
4.85,32.0,3.0,4.0,5.0,3.0,3.5,yes,yes,Hà Đông, Hà Nội
7.45,64.0,7.0,7.0,4.0,6.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
2.25,87.5,4.0,2.0,1.0,5.0,5.0,yes,yes,Vĩnh Cửu, Đồng Nai
0.999,32.0,2.0,1.0,2.0,4.0,4.0,no,yes,Kiến An, Hải Phòng
10.9,45.0,4.0,5.0,6.0,5.0,4.0,yes,yes,Ba Đình, Hà Nội
6.2,34.0,3.0,4.0,5.0,2.5,5.2,yes,yes,Hà Đông, Hà Nội
11.0,40.0,6.0,5.0,6.0,6.0,5.4,yes,no,Nam Từ Liêm, Hà Nội
14.2,46.0,5.0,6.0,5.0,8.0,5.0,yes,no,Hoàng Mai, Hà Nội
23.5,55.0,5.0,3.0,5.0,5.0,3.8,yes,yes,Cầu Giấy, Hà Nội
13.5,72.0,5.0,6.0,5.0,12.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
6.5,65.0,5.0,6.0,4.0,6.0,6.0,yes,yes,Bình Tân, Hồ Chí Minh
0.875,20.0,2.0,2.0,2.0,5.0,5.0,yes,yes,Hóc Môn, Hồ Chí Minh
14.5,62.7,6.0,6.0,5.0,6.0,4.0,yes,yes,Hoàng Mai, Hà Nội
6.1,134.0,2.0,1.0,1.0,6.0,5.7,yes,no,Thủ Đức, Hồ Chí Minh
8.9,43.0,3.0,4.0,6.0,3.0,4.3,yes,no,Long Biên, Hà Nội
11.6,39.0,4.0,4.0,4.0,4.0,3.0,yes,yes,Tây Hồ, Hà Nội
6.8,70.0,2.0,2.0,3.0,3.0,2.75,yes,no,Quận 6, Hồ Chí Minh
2.5,67.0,3.0,2.0,2.0,7.0,4.5,yes,yes,Biên Hòa, Đồng Nai
4.68,33.0,2.0,2.0,3.0,3.0,3.1,yes,yes,Quận 5, Hồ Chí Minh
6.6,59.0,4.0,5.0,4.0,3.0,5.0,yes,yes,Hà Đông, Hà Nội
4.0,42.0,3.0,4.0,4.0,3.0,4.0,yes,yes,Hoài Đức, Hà Nội
9.7,50.0,4.0,5.0,5.0,2.5,6.0,yes,yes,Thanh Trì, Hà Nội
0.45,20.0,2.0,1.0,1.0,4.0,4.0,no,no,Đức Hòa, Long An
3.35,72.0,4.0,5.0,3.0,6.0,6.0,yes,yes,Phú Nhuận, Hồ Chí Minh
14.0,85.0,3.0,3.0,3.0,8.0,5.0,yes,yes,Hoàng Mai, Hà Nội
2.63,86.4,3.0,5.0,4.0,5.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
6.8,35.0,5.0,4.0,5.0,4.5,3.5,yes,yes,Quận 3, Hồ Chí Minh
21.3,82.0,4.0,4.0,4.0,5.0,4.6,yes,yes,Đống Đa, Hà Nội
3.89,94.0,5.0,6.0,4.0,5.5,5.0,yes,yes,Tân Bình, Hồ Chí Minh
